,Brands,Models,Prices,ROM,RAM,Size,Processor,Operating System,Warranty,Ratings
215,Lenovo,Lenovo IdeaPad ,"₹45,990",512 GB SSD,8 GB DDR4,(14 inch),AMD Ryzen 5 Hexa Core Processor,64 bit Windows 10 ,1 Year Onsite Warranty,4.2
216,HP,HP 14s ,"₹28,990",256 GB SSD,8 GB DDR4,(14 inch),Intel Celeron Dual Core Processor,64 bit Windows 10 ,1 Year Onsite Warranty,3.4
217,MSI,MSI Katana GF66 ,"₹87,990",1 TB SSD,16 GB DDR4,(15.6 inches),Intel Core i7 Processor (11th Gen),64 bit Windows 10 ,1 Year Onsite warranty,4.2
218,ASUS,ASUS (2022) ,"₹29,990",128 GB SSD,4 GB DDR4,(11.6 Inch),Intel Celeron Dual Core Processor,64 bit Windows 11 ,1 Year Warranty,4.3
219,Avita,Avita SATUS ULTIMUS S111 ,"₹21,490",128 GB SSD,4 GB DDR4,(14.1 Inch),Intel Celeron Dual Core Processor,64 bit Windows 11 ,2 Year Onsite�Warranty,4.4
220,DELL,DELL Inspiron ,"₹39,290",1 TB HDD,8 GB DDR4,(14.96 inch),Intel Core i3 Processor (11th Gen),64 bit Windows 11 ,1 Year Onsite Hardware Service,4.3
221,ASUS,ASUS VivoBook Flip 14 ,"₹46,990",256 GB SSD,8 GB LPDDR4X,(14 Inch),Intel Core i3 Processor (11th Gen),64 bit Windows 11 ,1 Year Onsite Warranty,4.1
222,Lenovo,Lenovo Legion 5 ,"₹60,990",1 TB HDD,8 GB DDR4,(15.6 inch),AMD Ryzen 5 Hexa Core Processor,64 bit Windows 10 ,1 Year Manufacturing Warranty,3.6
223,Lenovo,Lenovo IdeaPad 3 ,"₹39,490",512 GB SSD,8 GB DDR4,(15.6 inch),Intel Core i3 Processor (11th Gen),64 bit Windows 11 ,2 Years Warranty,4.7
224,DELL,DELL ,"₹74,490",512 GB SSD,16 GB DDR4,(15.6 inch),Intel Core i5 Processor (11th Gen),64 bit Windows 11 ,1 Year Onsite Warranty,4.6
225,Lenovo,Lenovo ,"₹54,990",512 GB SSD,8 GB DDR4,(14 inch),Intel Core i5 Processor (11th Gen),64 bit Windows 10 ,1 Year Onsite Warranty,4.3
226,ASUS,ASUS Vivobook Ultra K15 ,"₹45,490",512 GB SSD,8 GB DDR4,(15.6 inch),Intel Core i3 Processor (11th Gen),64 bit Windows 11 ,1 Year Onsite Warranty,3.8
227,Lenovo,Lenovo IdeaPad 3 ,"₹33,490",256 GB SSD,8 GB DDR4,(15.6 Inch),Intel Core i3 Processor (10th Gen),Windows 11 ,2 Year Onsite�Warranty,4.4
228,ASUS,ASUS ROG Strix G15 Advantage Edition ,"₹1,54,990",1 TB SSD,16 GB DDR4,(15.6 inch),AMD Ryzen 9 Octa Core Processor,Windows 11 ,1 Year Onsite Warranty,4.3
229,ASUS,ASUS TUF Gaming A17 ,"₹79,990",512 GB SSD,16 GB DDR4,(17.3 inch),AMD Ryzen 7 Octa Core Processor,Windows 10 ,1 year Onsite Warranty,4.4
230,HP,HP Pavilion ,"₹68,990",512 GB SSD,16 GB DDR4,(14 inch),Intel Core i5 Processor (12th Gen),64 bit Windows 11 ,1 Year Onsite Warranty,4.2
231,Lenovo,Lenovo IdeaPad ,"₹37,990",512 GB SSD,8 GB DDR4,(15.6 Inch),Intel Core i3 Processor (11th Gen),64 bit Windows 11 ,1 Year Warranty,4.5
232,DELL,DELL ,"₹78,990",512 GB SSD,8 GB DDR4,(14 inch),Intel Core i5 Processor (11th Gen),64 bit Windows 11 ,1 Year Onsite Warranty,4.2
233,Infinix,Infinix INBook X1 Pro ,"₹50,990",512 GB SSD,16 GB LPDDR4X,(14 Inch),Intel Core i7 Processor (10th Gen),64 bit Windows 11 ,1 Year Onsite Warranty,4.5
234,ASUS,ASUS VivoBook 14 ,"₹53,690",512 GB SSD,8 GB DDR4,(14 inch),Intel Core i5 Processor (8th Gen),64 bit Windows 10 ,1 YEAR,4.7
235,Lenovo,Lenovo Legion 5 ,"₹1,33,999",512 GB SSD,16 GB DDR4,(15.6 inch),Intel Core i7 Processor (11th Gen),64 bit Windows 10 ,1 Year Warranty,4.6
236,HP,HP Pavilion x360 ,"₹47,890",256 GB SSD,8 GB DDR4,(14 inch),Intel Core i3 Processor (10th Gen),64 bit Windows 10 ,3 Years Warranty,4.5
237,HP,HP Pavilion x360 Convertible ,"₹54,490",512 GB SSD,8 GB DDR4,(14 inch),Intel Core i3 Processor (11th Gen),64 bit Windows 11 ,1 Year Onsite Warranty,4.2
238,Lenovo,Lenovo ,"₹67,990",1 TB SSD,8 GB DDR4,(15.6 inch),Intel Core i5 Processor (11th Gen),Windows 10 ,1 Year Onsite Warranty,4.3
239,Lenovo,Lenovo IdeaPad ,"₹45,990",512 GB SSD,8 GB DDR4,(14 inch),AMD Ryzen 5 Hexa Core Processor,64 bit Windows 10 ,1 Year Onsite Warranty,4.4
240,Lenovo,Lenovo Yoga Slim 7 ,"₹72,990",512 GB SSD,16 GB DDR4,(14 inch),Intel Core i5 Processor (11th Gen),64 bit Windows 10 ,1 Year International Travelers Warranty,4.6
241,HP,HP 15s ,"₹46,990",512 GB SSD,8 GB DDR4,(15.6 inch),AMD Ryzen 5 Quad Core Processor,64 bit Windows 10 ,1 Year Onsite Warranty,4.1
242,SAMSUNG,SAMSUNG Galaxy Book Go ,"₹32,990",512 GB SSD,4 GB LPDDR4X,(14 Inch),Snapdragon 7c Gen 2 Processor,Windows 11 ,1 Year International Travelers Warranty,4.1
243,HP,HP Spectre x360 14 Series Intel EVO ,"₹99,990",1 TB HDD,16 GB LPDDR4X,(13.5 inch),Intel Core i5 Processor (11th Gen),64 bit Windows 11 ,1 Year Onsite Warranty,4.1
244,acer,acer Aspire 5 ,"₹47,090",1 TB HDD,8 GB DDR4,(15.6 inch),Intel Core i5 Processor (11th Gen),64 bit Windows 10 ,1 Year Warranty,4.5
245,ASUS,ASUS Vivobook 14 ,"₹39,790",256 GB SSD,8 GB DDR4,(14.1 inch),Intel Core i3 Processor (11th Gen),64 bit Windows 11 ,1 Year onsite warranty,4.1
246,acer,acer Aspire 3 ,"₹36,990",512 GB SSD,8 GB DDR4,(14 inch),Intel Pentium Silver Processor,64 bit Windows 11 ,1 Year Onsite Warranty,4.5
247,ASUS,ASUS Chromebook ,"₹22,990",512 GB SSD,4 GB LPDDR4,(14 inch),Intel Celeron Dual Core Processor,Chrome ,1 Year Premium Support,3.8
248,Lenovo,Lenovo Ideapad Slim 5i ,"₹58,990",512 GB SSD,8 GB DDR4,(14 inch),Intel Core i5 Processor (11th Gen),64 bit Windows 10 ,1 Year Onsite Warranty,4.1
249,ASUS,ASUS VivoBook K15 OLED ,"₹57,990",512 GB SSD,16 GB DDR4,(15.6 Inch),AMD Ryzen 5 Hexa Core Processor,64 bit Windows 11 ,1 Year Onsite Warranty,4.7
250,DELL,DELL Inspiron ,"₹71,890",1 TB HDD,8 GB DDR4,(14 Inch),Intel Core i5 Processor (11th Gen),64 bit Windows 11 ,1 Year Onsite Warranty,4.4
251,DELL,DELL ,"₹1,01,990",1 TB SSD,16 GB DDR4,(15.6 inch),Intel Core i7 Processor (11th Gen),64 bit Windows 11 ,1 Year International Travelers Warranty,4.7
252,ASUS,ASUS ,"₹45,990",1 TB HDD,8 GB DDR4,(15.6 inch),Intel Core i5 Processor (10th Gen),64 bit Windows 10 ,1 Year Onsite Warranty,4.7
253,ASUS,ASUS ZenBook Duo 14 (2021) Touch Panel Intel EVO ,"₹1,19,990",256 GB SSD,16 GB LPDDR4X,(14 inch),Intel Core i7 Processor (11th Gen),64 bit Windows 10 ,1 Year Onsite Warranty,4.3
254,DELL,DELL Inspiron ,"₹40,090",512 GB SSD,8 GB DDR4,(15.6 inch),Intel Core i3 Processor (10th Gen),64 bit Windows 10 ,1 Year Onsite Warranty,4.7
255,acer,acer Aspire 3 ,"₹38,990",512 GB SSD,8 GB DDR4,(15.6 inch),Intel Core i3 Processor (11th Gen),64 bit Windows 11 ,1 Year Limited Warranty,3.9
256,ASUS,ASUS VivoBook Pro 14 OLED ,"₹78,990",512 GB SSD,16 GB DDR4,(14 inch),AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 ,1 Years Carry in Warranty,4.3
257,ASUS,ASUS ROG Strix G15 ,"₹73,490",512 GB SSD,8 GB DDR4,(15.6 inch),AMD Ryzen 7 Octa Core Processor,64 bit Windows 10 ,1 Year Onsite Warranty,4.4
258,HP,HP Pavilion ,"₹69,999",512 GB SSD,16 GB DDR4,(14 inch),AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 ,1 Year Onsite Warranty,4.1
259,APPLE,APPLE MacBook Air ,"₹1,29,990",512 GB SSD,16 GB DDR4,(13.3 inch),Apple M1 Processor,Mac OS ,1 Year Onsite Warranty,4.3
260,MSI,MSI ,"₹54,990",256 GB SSD,8 GB DDR4,(14 inch),Intel Core i7 Processor (10th Gen),64 bit Windows 10 ,1 Year Onsite Warranty,4.6
261,Lenovo,Lenovo ThinkPad E15 ,"₹67,990",512 GB SSD,8 GB DDR4,(15.6 Inch),Intel Core i5 Processor (11th Gen),64 bit Windows 10 ,1 Year Onsite Warranty,4.5
262,DELL,DELL Inspiron ,"₹43,190",256 GB SSD,8 GB DDR4,(15.6 inch),Intel Core i3 Processor (10th Gen),64 bit Windows 10 ,1 Year Onsite Warranty,3.9
263,HP,HP 14s ,"₹42,390",512 GB SSD,8 GB DDR4,(14 inch),Intel Core i3 Processor (11th Gen),64 bit Windows 11 ,1 Year Onsite Warranty,4.3
264,DELL,DELL Inspiron ,"₹43,190",512 GB SSD,8 GB DDR4,(15.6 inch),Intel Core i3 Processor (10th Gen),64 bit Windows 10 ,1 Year Limited Warranty,4.1
265,HP,HP 14s ,"₹42,390",128 GB SSD,8 GB DDR4,(14 inch),Intel Core i3 Processor (11th Gen),64 bit Windows 11 ,1 Year Onsite Warranty,4.7
266,ASUS,ASUS Zenbook 13 Intel EVO ,"₹71,990",512 GB SSD,16 GB LPDDR4,(13.3 Inch),Intel Core i5 Processor (11th Gen),64 bit Windows 11 ,1 Years Carry in Warranty,4.7
267,Avita,Avita SATUS ULTIMUS S111 ,"₹21,490",512 GB SSD,4 GB DDR4,(14.1 Inch),Intel Celeron Dual Core Processor,64 bit Windows 11 ,1 Year International Travelers Warranty,4.3
268,APPLE,APPLE MacBook Air ,"₹1,29,990",512 GB SSD,16 GB DDR4,(13.3 inch),Apple M1 Processor,Mac OS ,1 Year Onsite Warranty,4.6
269,HP,HP Pavilion ,"₹69,999",512 GB SSD,16 GB DDR4,(14 inch),AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 ,1 Year onsite Warranty,4.7
270,MSI,MSI ,"₹54,990",1 TB SSD,8 GB DDR4,(14 inch),Intel Core i7 Processor (10th Gen),64 bit Windows 10 ,1 Year Onsite Warranty,4.3
271,acer,acer Aspire Vero(Green PC ) ,"₹58,390",512 GB SSD,8 GB DDR4,(15.6 inch),Intel Core i5 Processor (11th Gen),64 bit Windows 11 ,1 Year Onsite Warranty,4.2
272,ASUS,ASUS ROG Strix G15 Advantage Edition ,"₹1,44,990",1 TB HDD,16 GB DDR4,(15.6 inch),AMD Ryzen 9 Octa Core Processor,Windows 10 ,1 Year Onsite Warranty,4.3
273,ASUS,ASUS Vivobook Pro 14 OLED (2021) ,"₹88,990",512 GB SSD,16 GB DDR4,(14 Inch),AMD Ryzen 7 Octa Core Processor,64 bit Windows 10 ,1 Year Warranty,4.5
274,ASUS,ASUS VivoBook 15 (2022) ,"₹47,990",256 GB SSD,8 GB DDR4,(15.6 inch),Intel Core i5 Processor (11th Gen),Windows 10 ,1 Year Onsite Warranty,4.3
275,Lenovo,Lenovo IdeaPad Gaming ,"₹53,990",512 GB SSD,8 GB DDR4,(15.6 Inch),Intel Core i5 Processor (11th Gen),64 bit Windows 11 ,2 Years Warranty,3.7
276,Lenovo,Lenovo ThinkPad E15 ,"₹44,990",512 GB SSD,4 GB DDR4,(15.6 inch),Intel Core i3 Processor (11th Gen),64 bit Windows 10 ,1 Year Onsite Warranty,4.5
277,Lenovo,Lenovo IdeaPad Gaming 3 ,"₹78,990",256 GB SSD,16 GB DDR4,(15.6 Inch),AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 ,1 Year Onsite Warranty,4.7
278,ASUS,ASUS VivoBook 14 (2022) ,"₹47,990",1 TB HDD,8 GB DDR4,(14 inch),Intel Core i3 Processor (12th Gen),Windows 11 ,1 Year Onsite Warranty,4.3
279,Lenovo,Lenovo IdeaPad 3 ,"₹33,490",256 GB SSD,8 GB DDR4,(15.6 Inch),Intel Core i3 Processor (10th Gen),Windows 11 ,2 Year Onsite�Warranty,3.8
280,ASUS,ASUS VivoBook 15 ,"₹29,990",512 GB SSD,4 GB DDR4,(15.6 inch),Intel Core i3 Processor (10th Gen),64 bit Windows 10 ,1 Year Onsite Warranty,4.4
281,HP,HP Pavilion x360 ,"₹47,890",512 GB SSD,8 GB DDR4,(14 inch),Intel Core i3 Processor (10th Gen),64 bit Windows 10 ,1 Year Onsite Warranty,4.2
282,ASUS,ASUS VivoBook Flip 14 ,"₹63,990",1 TB SSD,8 GB LPDDR4X,(14 inch),Intel Core i5 Processor (11th Gen),Windows 11 ,3 Years Warranty,4.5
283,Lenovo,Lenovo ,"₹34,490",1 TB HDD,8 GB DDR4,(15.6 inch),Intel Core i3 Processor (10th Gen),64 bit Windows 11 ,1 Year Warranty,4.2
284,ASUS,ASUS ,"₹96,990",1 TB SSD,16 GB DDR4,(14 Inch),AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 ,1 Year International Travelers Warranty,3.7
285,ASUS,ASUS ,"₹22,990",512 GB SSD,4 GB DDR4,(15.6 inch),Intel Celeron Dual Core Processor,64 bit Windows 10 ,2 Year Carry-In Warranty,4.2
286,Lenovo,Lenovo Yoga Slim 7 Intel EVO ,"₹1,02,990",512 GB SSD,16 GB DDR4,(14 inch),Intel Core i7 Processor (11th Gen),64 bit Windows 10 ,1 Year International Travelers Warranty,4.3
287,Lenovo,Lenovo Legion 5 ,"₹1,33,999",1 TB SSD,16 GB DDR4,(15.6 inch),Intel Core i7 Processor (11th Gen),64 bit Windows 10 ,1 Year Onsite Warranty,4.3
288,acer,acer Extensa ,"₹33,990",512 GB SSD,8 GB DDR4,(15.6 Inch),Intel Core i3 Processor (11th Gen),64 bit Windows 11 ,1 Year Onsite�Warranty,4.1
289,MSI,MSI GP66 Leopard ,"₹1,39,990",128 GB SSD,16 GB DDR4,(15.6 inch),Intel Core i7 Processor (11th Gen),64 bit Windows 10 ,1 Year Onsite Warranty,4.5
290,acer,acer Aspire 7 ,"₹56,990",512 GB SSD,8 GB DDR4,(15.6 inch),Intel Core i5 Processor (12th Gen),64 bit Windows 11 ,1 Year Onsite Warranty,4.3
291,Avita,Avita SATUS ULTIMUS S111 ,"₹21,490",512 GB SSD,4 GB DDR4,(14.1 Inch),Intel Celeron Dual Core Processor,64 bit Windows 11 ,1 Year International Travelers Warranty,3.8
292,Lenovo,Lenovo IdeaPad Flex 5 ,"₹58,990",512 GB SSD,8 GB DDR4,(14 inch),Intel Core i3 Processor (11th Gen),64 bit Windows 10 ,1 Year Onsite Warranty,4.3
293,HP,HP Pavilion ,"₹63,990",512 GB SSD,8 GB DDR4,(15.6 inch),Intel Core i5 Processor (11th Gen),64 bit Windows 10 ,1 Year International Travelers Warranty,4.2
294,ASUS,ASUS Vivobook 15 Touch ,"₹54,490",1 TB HDD,8 GB DDR4,(15.6 inch),Intel Core i5 Processor (11th Gen),Windows 11 ,1 Year Onsite Warranty,3.6
295,acer,acer Aspire Vero(Green PC ) ,"₹58,390",512 GB SSD,8 GB DDR4,(15.6 inch),Intel Core i5 Processor (11th Gen),64 bit Windows 11 ,1 Year Onsite Warranty,2.7
296,ASUS,ASUS VivoBook ,"₹55,990",1 TB SSD,8 GB DDR4,(15.6 inch),Intel Core i5 Processor (11th Gen),64 bit Windows 10 ,1 Year Limited Hardware Warranty,4.3
297,acer,acer Aspire 5 ,"₹53,390",512 GB SSD,8 GB DDR4,(15.6 inch),AMD Ryzen 5 Hexa Core Processor,64 bit Windows 10 ,1 Year Onsite Warranty,3.4
298,ASUS,ASUS ROG Strix G15 (2022) ,"₹1,37,990",1 TB HDD,16 GB DDR5,(15.6 inch),AMD Ryzen 7 Octa Core Processor,Windows 11 ,1 Year International Travelers Warranty,4.4
299,Lenovo,Lenovo IdeaPad Gaming ,"₹53,990",512 GB SSD,8 GB DDR4,(15.6 Inch),Intel Core i5 Processor (11th Gen),64 bit Windows 11 ,2 Years Warranty,4.3
300,DELL,DELL Vostro ,"₹54,290",512 GB SSD,8 GB DDR4,(35 cm),Intel Core i5 Processor (11th Gen),64 bit Windows 10 ,1 Year Onsite Warranty,4.2
301,ASUS,ASUS VivoBook 17 ,"₹52,990",256 GB SSD,16 GB DDR4,(17.3 inches),AMD Ryzen 5 Hexa Core Processor,64 bit Windows 10 ,1 Year International Travelers Warranty,4.1
302,acer,acer Intel EVO Swift 5 ,"₹74,990",256 GB SSD,8 GB DDR4,(14 Inch),Intel Core i5 Processor (11th Gen),64 bit Windows 11 ,1 Year Onsite Warranty,4.2
303,Lenovo,Lenovo IdeaPad 3 ,"₹33,490",1 TB HDD,8 GB DDR4,(15.6 Inch),Intel Core i3 Processor (10th Gen),Windows 11 ,2 Year Onsite�Warranty,4.2
304,HP,HP Athlon ,"₹30,990",256 GB SSD,8 GB DDR4,(14 inch),AMD Athlon Dual Core Processor,64 bit Windows 11 ,1 year Onsite Warranty,4.4
305,acer,acer Extensa 15 ,"₹27,990",512 GB SSD,4 GB DDR4,(15.6 inch),Intel Pentium Quad Core Processor,64 bit Windows 11 ,1 Year Onsite Warranty,4.2
306,DELL,DELL Inspiron ,"₹39,490",512 GB SSD,4 GB DDR4,(15 inch),Intel Core i3 Processor (10th Gen),64 bit Windows 10 ,1 Year Onsite Warranty,4.2
307,Lenovo,Lenovo ,"₹34,490",1 TB HDD,8 GB DDR4,(15.6 inch),Intel Core i3 Processor (10th Gen),64 bit Windows 11 ,1 Year Warranty,4.3
308,Infinix,Infinix INBook X1 Pro ,"₹50,990",512 GB SSD,16 GB LPDDR4X,(14 Inch),Intel Core i7 Processor (10th Gen),64 bit Windows 11 ,1 Year Limited Hardware Warranty,4.5
309,HP,HP 15s ,"₹40,500",512 GB SSD,8 GB DDR4,(15.6 Inch),Intel Core i3 Processor (10th Gen),64 bit Windows 10 ,1 Year Carry In Warranty,4.1
310,ASUS,ASUS ROG Strix G15 (2022) ,"₹99,990",1 TB HDD,16 GB DDR5,(15.6 Inch),AMD Ryzen 7 Octa Core Processor,Windows 11 ,1 Year International Travelers Warranty,4.4
311,Lenovo,Lenovo Legion 5 ,"₹1,33,999",512 GB SSD,16 GB DDR4,(15.6 inch),Intel Core i7 Processor (11th Gen),64 bit Windows 10 ,1 Year Onsite Warranty,3.6
312,DELL,DELL Inspiron ,"₹58,990",1 TB SSD,4 GB DDR4,(15.6 inch),Intel Core i5 Processor (11th Gen),64 bit Windows 10 ,1 Year Onsite Warranty,4.3
313,MSI,MSI Modern 14 ,"₹56,490",128 GB SSD,8 GB DDR4,(14 inch),Intel Core i5 Processor (10th Gen),64 bit Windows 10 ,1 Year On site Manufacturing warranty,4.5
314,acer,acer Predator Helios 300 ,"₹1,39,990",512 GB SSD,16 GB DDR4,(15.6 Inch),Intel Core i9 Processor (11th Gen),64 bit Windows 11 ,1 Year onsite warranty,4.2
315,Avita,Avita SATUS ULTIMUS S111 ,"₹21,490",512 GB SSD,4 GB DDR4,(14.1 Inch),Intel Celeron Dual Core Processor,64 bit Windows 11 ,2 Years Warranty,4.4
316,HP,HP Pavilion ,"₹71,990",256 GB SSD,16 GB DDR4,(14 Inch),Intel Core i5 Processor (11th Gen),64 bit Windows 11 ,1 Year Onsite Warranty,4.6
317,ASUS,ASUS Vivobook 15 ,"₹34,990",1 TB SSD,8 GB DDR4,(15.6 inch),AMD Ryzen 3 Dual Core Processor,64 bit Windows 11 ,1 Year International Travelers Warranty,4.2
318,ASUS,ASUS Chromebook ,"₹18,990",1 TB SSD,4 GB LPDDR4,(11.6 Inch),Intel Celeron Dual Core Processor,64 bit Chrome ,2 Year Carry-In Warranty,4.3
319,Lenovo,Lenovo IdeaPad 3 ,"₹33,490",512 GB SSD,8 GB DDR4,(15.6 Inch),Intel Core i3 Processor (10th Gen),Windows 11 ,1 Year Warranty,4.3
320,ASUS,ASUS TUF Gaming F15 ,"₹1,44,990",512 GB SSD,16 GB DDR4,(15.6 inch),Intel Core i9 Processor (11th Gen),64 bit Windows 10 ,1 Year Onsite Warranty,4.4
321,acer,acer Predator Helios 300 ,"₹1,19,990",256 GB SSD,16 GB DDR4,(15.6 Inch),Intel Core i9 Processor (11th Gen),64 bit Windows 11 ,1 Year Onsite Warranty,4.1
